Date,Air Temp (F),Rel Hum (%),Wind Speed (mph),FWI
2016-01-15 16:00:00,49.82,96.56,3.33313,1.0757389200778391
2016-01-15 17:00:00,49.028000000000006,98.5,2.12515,0.5627738313913425
2016-01-15 18:00:00,48.74,97.25,1.90145,0.6075355017988244
2016-01-15 19:00:00,48.146,96.69,1.99093,0.6709380376008428
2016-01-15 20:00:00,47.84,95.88,1.99093,0.7325639986284158
2016-01-15 21:00:00,47.768,94.88,2.25937,0.8983145386798584
2016-01-15 22:00:00,47.732,93.81,2.14752,0.949666962772883
2016-01-15 23:00:00,47.066,94.44,1.76723,0.7664777403708117
2016-01-16 00:00:00,45.968,96.62,0.76058,0.37581125328963516
2016-01-16 01:00:00,45.986,95.75,0.53688,0.3740002105670603
2016-01-16 02:00:00,45.751999999999995,96.44,0.24607,0.3140584133146836
2016-01-16 03:00:00,45.014,98.06,0.49214,0.27516241043380274
2016-01-16 04:00:00,44.906,97.75,1.05139,0.37363703909850243
2016-01-16 05:00:00,44.708,96.88,1.70012,0.5670171413790969
2016-01-16 06:00:00,44.852000000000004,94.31,2.25937,0.9324234917542343
2016-01-16 07:00:00,46.076,91.38,2.08041,1.1134404348867883
2016-01-16 08:00:00,49.694,82.25,2.70677,2.3418125906506733
2016-01-16 09:00:00,51.926,75.62,3.33313,3.632784046742783
2016-01-16 10:00:00,55.742000000000004,59.06,3.66868,5.722132993080684
2016-01-16 11:00:00,59.594,47.62,2.75151,5.097497422493345
2016-01-16 12:00:00,62.348,45.06,4.07134,7.562489773165402
2016-01-16 13:00:00,63.14,47.44,5.391170000000001,9.608500435909367
2016-01-16 14:00:00,62.402,51.56,6.06227,10.002562994172065
2016-01-16 15:00:00,60.620000000000005,58.69,5.99516,9.264772517631815
2016-01-16 16:00:00,55.292,78.06,3.51209,3.543869396446332
2016-01-16 17:00:00,52.358000000000004,83.31,3.01995,2.483969685561965
2016-01-16 18:00:00,50.936,87.56,2.81862,1.876867495971122
2016-01-16 19:00:00,49.28,90.94,2.81862,1.5096531075150248
